#/**
#  *
#  * German message catalog
#  *
#  * GForge
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * Copyright 2003-2004 (c) Marco Schmidt, Lars Ehrhardt
#  * Copyright 2005 (c) Michael Will
#  * http://gforge.org
#  *
#  * @author Matthias Bauer, Marco Schmidt, Lars Ehrhardt, Michael Will
#  *
#  */
#
# ChangeLog:
#
# 2003-11-07  Marco Schmidt
#	* changed translation
# 2004-02-04  Lars Ehrhardt
#   * merged german.tab with base.tab to allow easier editing
#   * added small bits and pieces
#   * added translation for tracker items (not completed)
#   * convert to UTF-8 with: konwert iso1-utf8 German.tab > German_new.tab
#   * convert to UTF-8 with: konwert html-utf8 German.tab > German_new.tab
# 2004-02-06  Lars Ehrhardt
#   * continued with translation -> did some parts of task manager
# 2004-11-04  Tobias Rötschke  <gforge@roetschke.com>
#   * fixed files/forum tab and some corrections
# 2005-01-13  Tobias Rötschke  <gforge@roetschke.com>
#   * corrected submit_new and depend_info
# 2005-11-04	Michael Will <Michael.Will@edag.de>
#   * added more translations (check cvs diff)
artifact_canned	required_fields	ArtifactCanned: Name und Bevollmächtigter werden benötigt
register	apply_for_registration	Um die Projektregistrierung zu beantragen sollten Sie die Hauptinformationen eintragen. Bitte lesen Sie die unten aufgeführte Beschreibung sorgfältig und stellen komplette und umfassende Daten zur Verfügung. Alle Felder unten sind zwingend.
register	choose_scm	<h3>6. SCM</h3><p>Sie können zwischen verschiedenen SCMs für Ihr Projekt auswählen, aber nur einen. Bitte wählen Sie das SCM System, daß sie verwenden möchten.</p> <p><strong>Sie können dies nicht ändern, wenn das Projekt einmal registriert ist!</strong></p>
register	comprehensive_description	Beschreiben Sie Ihr Projekt umfassender.
register	conflicting_licenses_choice	Widersprüchliche Lizenzwahl
register	describe_registration	Bitte beschreiben Sie Ihre Registrationsabsicht umfassender
register	i_agree	ICH STIMME ZU
register	i_disagree	ICH STIMME NICHT ZU
register	invalid_full_name	Ungültiger ausführlicher Name
register	invalid_unix_name	Ungültiger Unixname
register	more_license_description	Bitte machen Sie eine umfassendere Lizensierungsbeschreibung"
register	no_license_chosen	Sie haben keine Lizenz ausgewählt
register	one_scm	Weil es nur einen SCM gibt, wird dies automatisch ausgewählt. <strong>$1</strong> wird ausgewählt.
register	other_license	Wenn Sie "other" ausgewählt haben, dann stellen Sie bitte eine Begründung mit der Beschreibung Ihrer Lizenz zur Verfügung. Bedenken Sie, daß andere Lizenzen nicht akzeptiert werden könnten. Weiterhin kann es zusätzliche Zeit kosten eine Entscheidung für solch ein Projekt zu treffen, weil wir prüfen müssen, ob die Lizenz mit der Open Source Definition kompatibel ist.
register	project_description	<h3>4. Öffentliche Projektbeschreibung</h3><p>Dies ist Ihre Projektbeschreibung, die auf der Projektzusammenfassungsseite, in Suchergebnissen, etc. angezeigt wird. Sie sollte nicht so umfassend und formal sein wie die Projekt-Zwecks-Beschreibung (Schritt 2), deshalb benutzen Sie bitte ein knappe, präzise und einprägsame Formulierung. Die maximale Länge beträgt 255 Zeichen.
register	project_full_name	<h3>1. Vollständiger Projektname</h3><p>Sie sollten damit starten einen Namen für Ihr Projekt festzulegen. Der "komplette Name" ist beschreibend und und hat keine beliebigen Einschränkungen (bis auf ein Limit von 40 Zeichen).</p>Kompletter Name:<br/>
register	project_information	Projektinformation
register	project_license	<h3>3. Lizenz</h3> <p><strong><em>Wenn Sie ein Nur-Webseiten Projekt anlegen wollen, dann wählen Sie bitte "website-only" von der Auswahl unten und fahren fort.</em></strong><p>$1 wurde angelegt um Open Source Software Entwicklung zu fördern. Um die Dinge einfach zu halten, verlassen wir uns auf die großartige Arbeit der <a href="http://www.opensource.org">Open Source Initiative</a> für unsere Lizenzauswahl. <p>Wir wissen auch, daß es andere Lizenzen geben mag, die Ihre Bedürfnisse besser befriedigen. Wenn Sie eine Lizenz benutzen wollen, die nicht OSI zertifiziert ist, lassen Sie uns bitte wissen, warum Sie eine andere Lizenz benutzen möchten.<p> Eine Lizenz auszuwählen ist eine ernste Entscheidung. Nehmen Sie sich bitte etwas Zeit den Text (und unsere Erklärungen) von verschiedene Lizenzen zu lesen, bevor Sie eine Entscheidung für Ihr Projekt treffen. <p> Sie können die Lizenz für Ihr Projekt später ändern, so lange wie Sie eine legale Befähigung dafür haben, Ihre Dateifreigabe bezieht sich auf diese Änderung und Ihre Dateikarten Kategorisierung wird entsprechend aktualisiert. <em>Bitte beachten Sie, das Lizenzänderungen nicht rückwirkend sind (z.B. verwenden Sie keine Produkte, die schon unter der Freigabe einer OpenSource Lizenz stehen).</em> <p>$1 ist nicht für rechtliche Diskrepanzen, Ihre Lizenz betreffend, verantwortlich.<p><strong>Lizenzen</strong>
register	project_submitted	Ihr Projekt wurde den $1 Administratoren vorgeschlagen. Innerhalb von 72 Stunden werden Sie eine Benachrichtigung mit der Entscheidung und weiteren Instruktionen erhalten.</p><p>Danke, daß Sie $1 gewählt haben.
register	project_unix_name	<h3>5. Unix-Projektname</h3><p>Zusätzlich zum kompletten Projektnamen, werden Sie einen kurzen "Unix" Namen für Ihr Projekt wählen müssen.</p><p> Der "Unix Name" hat einige Einschränkungen, weil er so häufig auf den Seiten benutzt wird. Es gibt:<ul><li>Kann den "unix name" irgendeines anderen Projektes nicht abgleichen<li>Muss zwischen 3 und 15 Zeichen lang sein<li>Muss kleingeschrieben sein<li>Kann nur Zeichen, Nummern und Bindestriche enthalten<li>Muss ein gültiger unix Benutzername sein<li>Kann eine unserer reservierten Domains nicht abgleichen<li>Unix Name wird sich für dieses Projekt nie ändern</ul><p>Ihr unix Name ist wichtig, weil er für viele Dinge benutzt wird, z.B.:<ul><li>Eine Webseite auf <tt>unixname.$1</tt><li>Ein CVS Repository root auf <tt>/cvsroot/unixname</tt> auf <tt>cvs.unixname.$1</tt><li>Shell Zugang zu <tt>unixname.$1</tt><li>Suchengines überall auf der Seite</ul><p>Unix Name:<br/>
register	purpose_and_summarization	<h3>2. Ziel des Projekts und Zusammenfassung</h3><p><strong></strong><p><strong> Bitte stellen Sie detaillierte, exakte Beschreibung Ihres Projektes zur Verfügung. Welche $1 Hilfsmittel und inwieweit Sie planen diese zu benutzen. Diese Beschreibung wird die Basis für die Bestätigung oder Ablehung Ihrer Projektverwaltung auf $1 sein. Später soll sichergestellt sein, daß Sie die Dienste in der beabsichtigen Weise nutzen. Diese Beschreibung wird nicht als Ihre öffentliche Projektbeschreibung genutzt. Es muß auf Englisch geschrieben sein.</strong>
register	registration_complete	Registrierung abgeschlossen
register	scm_not_selected	SCM ist auf dieser Seite verfügbar, aber es wurde kein SCM gewählt.
register	unix_group_name_already_taken	Unix-Name bereits verwendet
reporting	add	Hinzufügen
reporting	administrative	verwaltend
reporting	area	Gebiete
reporting	cumulative_groups	wöchentlich anwachsende Projekte (Graph)
reporting	cumulative_groups_title	gesamte Projekte
reporting	cumulative_users	Gesamten wöchentlichen Benutzer (Graph)
reporting	cumulative_users_title	Gesamten Benutzer
reporting	daily	Täglich
reporting	end	Ende
reporting	feature_req	Feature Anfragen
reporting	forum_messages	Forum Nachrichten
reporting	groups_added_title	Hinzugefügte Projekte 
reporting	groups_added_weekly	wöchentlich hinzugefügte Projekte (Diagramm)
reporting	initialize	Initialisieren / Stelle Auswertungstabellen wieder her
reporting	manage	Verwalte Zeitverfolgungskategorien
reporting	monthly	Monatlich
reporting	next	Nächste
reporting	other_trackers	Andere Tracker
reporting	project	Projekt
reporting	project_activity	Aktivität (Diagramm)
reporting	project_activity_title	Projekt Aktivität
reporting	projects	Projekte
reporting	project_specific	Projekt-spezifische Auswertungen: Tracker, Auftragsmanager, Foren, Dokumenten-Manager, Downloads
reporting	refresh	Aktualisieren
reporting	report	Auswertung
reporting	site_wide	Seitenübergreifend
reporting	site_wide_activity	Seitenübergreifende Aktivität
reporting	site_wide_line	Linie (Diamgramm)
reporting	site_wide_pie	Torte (Diagramm)
reporting	site_wide_reports	Seitenübergreigende Auswertungen: Tracker, Task-Manager, Foren, Dokumenten-Manager, Downloads
reporting	site_wide_time_tracking	Seitenübergreifende Zeitverfolgung
reporting	start	Start
reporting	subtitle	$1 Auswertung
reporting	time	Zeit
reporting	time_tracking	Zeitverfolgung
reporting	time_tracking_projecttime	Individueller Projektzeit Bericht (Diagramm)
reporting	time_tracking_sitetime	Seitenübergreifender Zeitbericht (Diagramm)
reporting	time_tracking_sitetimebar	Seitenübergreifende totale Stunden (Diagramm)
reporting	time_tracking_usersummary	Seitenübergreifender Auftrag &amp; Stunden (Bericht)
reporting	time_tracking_usertime	Individueller Benutzerzeitbericht (Diagramm)
reporting	title	Auswertung
reporting	type	Typ
reporting	update	Aktualisierung
reporting	user	Benutzer
reporting	user_activity	Aktivität (Diagramm)
reporting	user_activity_title	Benutzeraktivität
reporting	users	Benutzer
reporting	users_added_title	Benutzer hinzugefügt
reporting	users_added_weekly	Wöchentlich hinzugefügte Benutzer (Diagramm)
reporting	week	Woche
reporting	weekly	wöchentlich
reporting_pie	end	Ende
reporting_pie	start	Start
reporting_pie	title	 Tortendiagramm
reporting_pie	trackers	Tracker
reporting_rebuild	message	  <h3>Auswertungssystem Initialisation</h3><p>Wenn die Cronjobs fehlgeschlagen sind oder die Datenbank beschädigt wurde, müssen Sie die Auswertungstabellen gelegentlilch wiederherstellen.<p>Wenn Sie sicher sind, daß Sie alle Auswertungstabellen wiederherstellen wollen, dann markieren Sie "I'm Sure" in der Box und klicken unten auf den Knopf.<p>Dies könnte einige Minuten dauern, deshalb KLICKEN SIE NICHT MEHR ALS EINAML.<p>
reporting_rebuild	pressonlyonce	NUR EINMAL DRÜCKEN
reporting_rebuild	title	Hauptseite
reporting_ta	add_entry	Eintrag hinzufügen
reporting_ta	add_entry_description	Wählen Sie ein Projekt/Unterprojekt im Auftrags-Manager. Sie müssen dann einen Auftrag und Kategorie wählen, in der Sie Ihre Zeit erfassen.
reporting_ta	cancel	Abbrechen
reporting_ta	category	Kategorie
reporting_ta	change_week	Woche ändern
reporting_ta	choose_entry	Wählen Sie eine Woche, um Ihre Zeit zu erfassen oder zu bearbeiten.
reporting_ta	choose_entry_description	Nachdem Sie eine Woche gewählt haben werden Sie aufgefordert ein Projekt/Unterprojekt im Auftrags-Manager zu wählen.
reporting_ta	date	Datum
reporting_ta	delete	Löschen
reporting_ta	error_field_required	Alle Felder erforderlich.
reporting_ta	hours	Stunden
reporting_ta	project_task	Projekt/Auftrag
reporting_ta	successfully_added	Erfolgreich hinzugefügt
reporting_ta	successfully_deleted	Erfolgreich gelöscht
reporting_ta	task_mgr_project	Auftrags-Manager Projekt
reporting_ta	time_entries	Zeiteinträge für die Woche startend $1
reporting_ta	title	Zeitverfolgung
reporting_ta	total_hours	Gesamtstunden
reporting_ta	week_starting	Woche startend
reporting_tc	category_name	Kategoriename
reporting_tc	description	Sie können Kategorien anlegen, wie die Zeit verteilt wird, wenn bestimmte Aufträge erledigt werden. Beispielkategorien, die "Meeting", "Coding", "Testen" beinhalten.
reporting_tc	successful	Erfolgreich
reporting_tc	time_code	Zeitcode
reporting_tc	title	Startseite
reporting_tc	title2	Verwalte Zeitverfolgungskategorien
reporting_ttbp	bycategory	Nach Kategorie
reporting_ttbp	bysubproject	Nach Unterprojekt
reporting_ttbp	bytask	Nach Auftrag
reporting_ttbp	byuser	Nach Benutzer
reporting_ttbp	title	Zeitverfolgung nach Projekt
reporting_ua	description	Wählen Sie den <strong>ersten Buchstaben</strong> des Personennamens, der Sie berichten wollen.<p>
reporting_us	any	Alle
reporting_us	closed	geschlossen
reporting_us	cum_hrs	Gesamtstunden
reporting_us	description	Wählen Sie die Reichweite der Pop-up Box unten. Der Bericht wird alle Aufträge mit einem offenen Datum in der Reichweite auflisten.
reporting_us	end_date	Enddatum
reporting_us	name	Name
reporting_us	no_matches	Keine Treffer gefunden
reporting_us	open	Offen
reporting_us	rem_hrs	Verbleibende Stunden
reporting_us	status	Status
reporting_us	task	Auftrag
reporting_us	task_status	Auftragsstatus
reporting_us	title	Benutzerzusammenfassungsbericht
reporting_ut	description	Wählen Sie den <strong>ersten Buchstaben</strong> des Personennamens, der Sie berichten wollen.<p>
reporting_ut	title	Benutzerzeitauswertung
scm_index	admin	Administration
scm_index	error_this_project_has_turned_off	Fehler, dieses Projekt hat CVS ausgeschaltet
scm_index	scm_repository	SCM Repository
search	artifact_author	Freigegeben von
search	artifact_date	Datum
search	artifact_id	#
search	artifact_summary	Zusammenfassung
search	docs_description	Beschreibung
search	docs_id	#
search	docs_title	Titel
search	error_invalid_search	Fehler - Ungültige Suche
search	forum_author	Autor
search	forum_date	Datum
search	forum_thread	Thread
search	frs_post_date	Postdatum 
search	frs_posted_by	Geposted von
search	frs_release_name	Versionsname
search	group_description	Beschreibung
search	group_name	Group Name
search	news_post_date	Postdatum 
search	news_posted_by	Geposted von
search	news_summary	Zusammenfassung
search	next_results	Nächste Ergebnisse
search	no_matches_found	Keine Treffer für <em>$1</em> gefunden
search	people_real_name	Wirklicher Name
search	people_user_name	Benutzername
search	previous_results	Vorherige Ergebnisse
search	search_results	Suchergebnisse für<em>$1</em>
search	skill_from	Von
search	skill_keywords	Stichwörter
search	skill_name	Name
search	skill_title	Titel
search	skill_to	An
search	skill_type	Typ
search	tasks_completed	Fertig
search	tasks_created_by	Erstellt von
search	tasks_end_date	Enddatum
search	tasks_id	#
search	tasks_start_date	Startdatum
search	tasks_summary	Zusammenfassung
search	title	Suche
searchbox	advanced_search	Erweiterte Suche
searchbox	docs	Die Dokumente dieses Projekts
searchbox	forum	Dieses Forum
searchbox	forums	Das Forum dieses Projekts
searchbox	frs	Die Version dieses Projekts
searchbox	full	Das ganze Projekt durchsuchen
searchbox	news	Die Nachrichten dieses Projekts
searchbox	people	Personen
searchbox	search	Suche
searchbox	skill	Qualifikationen
searchbox	softwaregroup	Software/Gruppe
searchbox	task	Aufträge
searchbox	tasks	Die Aufträge dieses Projekts
searchbox	trackers	Der Tracker dieses Projektes
sendmessage	about_blurb	Um Spam zu reduzieren benutzen wir diese Form um Emails zu senden.<p />Füllen Sie es sorgfältig und komplett aus oder der Empfänger wird vielleicht nicht antworten können.<p /><font color="red"><b>WENN SIE HILFE BRAUCHEN:</b> Haben Sie die Seitendokumentation gelesen? Haben Sie Ihre <b>user_id</b> und <b>user_name angegeben?</b> Wenn Sie über ein Projekt schreiben, fügen Sie die <b>project id</b> (<b>group_id</b>) und <b>Projekt Name</b> ein.</font>
sendmessage	contact	Kontakt
sendmessage	email	Ihre E-Mail-Adresse
sendmessage	email_only_to	Sie können nur an Adressen schicken
sendmessage	error_user_not_exist	Fehler - dieser Benutzer existiert nicht
sendmessage	error_variables	Fehler - einige Variablen wurden nicht definiert
sendmessage	message	Nachricht
sendmessage	message_sent	Nachricht wurde verschickt
sendmessage	name	Ihr Name
sendmessage	send	Sende Nachricht
sendmessage	subject	Betreff
send_pending_items_mail	pm_message	Diese Mail wird Ihnen geschickt, um Sie an anstehende/überfällige Aufträge zu erinnern. \n Das Element des Auftrag-Managers #$1 ist schwebend: \n Auftragszusammenfassung: $2\n Erstellt von: $4\n Status:$5\n Prozent fertiggestellt: $6\n\n Klicken Sie hier um das Element zu besuchen $3
send_pending_items_mail	pm_subject	Mitteilung über anstehende Task-Manager Elemente
send_pending_items_mail	tracker_message	Diese Mail wurde Ihnen geschickt, um Sie an anstehende/überfällige Tracker-Elemente zu erinnern. Das Element #$1 ist schwebend: \n Zusammenfassung: $3\n Status: $5\n Eröffnungsdatum: $6\n Zugewiesen an: $7\n Erstellt von: $8\n Details: $9\n\n\n Klicken Sie hier, um das Objekt zu besuchen: $4
send_pending_items_mail	tracker_subject	Benachrichtigung über anstehende Tracker-Elemente
session	cannotinit	FEHLER - Kann Session nicht initialisieren
session	deleted	Account gelöscht
session	invalidpasswd	Ungültiges Passwort oder Benutzername
session	missingpasswd	Fehlendes Passwort oder Benutzername
session	notactive	Account nicht aktiv
session	pending	Account schwebend
session	suspended	Account suspendiert
snippet_addversion	browse_the_library	<strong>Durchsuchen Sie die Bibliothek</strong>, um die Schnipsel zu finden, die Sie suchen und fügen Sie sie hinzu, indem Sie den neuen Festerlink nutzen, der oben gezeigt wird.
snippet_addversion	changes	Änderungen:
snippet_addversion	error_doing_snippet_package_version_insert	FEHLER BEIM EINFÜGEN DER SCHNIPSEL PAKET VERSION!
snippet_addversion	error_doing_snippet_version_insert	FEHLER BEIM EINFÜGEN DER SCHNIPSEL VERSION!
snippet_addversion	error_go_back_and_fill_in_all	Fehler - Gehen Sie zurück und tragen Sie alle Informationen ein
snippet_addversion	error_snippet_doesnt_exist	Fehler, Fehler - Schnipsel existiert nicht
snippet_addversion	error_snippet_package_doesnt_exist	Fehler, Fehler - Schnipsel Paket existiert nicht
snippet_addversion	error_url_or_form	Fehler, Fehler - war die URL und Form falsch??
snippet_addversion	if_new_window_opened	Wenn sich ein neues Fenster geöffnet hat, benutzen Sie es um Ihrem Paket Schnipsel hinzuzufügen. Wenn sich kein Fenster geöffnet hat, benutzen Sie folgenden Link um Ihr Paket hinzuzufügen, BEVOR Sie die Seite verlassen.
snippet_addversion	if_you_have_modified	Wenn Sie eine Paketversion modifiziert haben und finden es wichtig, sie mit anderen zu teilen, dann machen Sie es.
snippet_addversion	if_you_have_modified_a_version	Wenn Sie eine Schnipselversion modifiziert haben und finden es wichtig, sie mit anderen zu teilen, dann machen Sie es.
snippet_addversion	important	WICHTIG!
snippet_addversion	link_add_snippets_to_package	Schnipsel zum Paket hinzufügen
snippet_addversion	make_sure_all_info_is_complete	Stellen Sie sicher, das alle Infos komplett und fehlerfrei sind 
snippet_addversion	paste_the_code_here	Fügen Sie den Code hier ein:
snippet_addversion	snippet_package_version_added_successfully	Schnipsel Paketversion erfolgreich hinzugefügt.
snippet_addversion	snippet_version_added_successfully	Schnipselversion erfolgreich hinzugefügt.
snippet_addversion	submit	ABSCHICKEN
snippet_addversion	version	Version:
snippet_browse	error_bad_url	Fehler, Fehler - falsche URL?
snippet_browse	no_snippets_found	Keine Schnipsel gefunden
snippet_browse	packages_of_snippets	Pakete von Schnipseln
snippet_browse	snippet_by_category	Schnipsel nach Kategorie: $1
snippet_browse	snippet_id	Schnipsel ID
snippet_browse	snippets	Schnipsel
snippet_browse	snippets_by_language	Schnipsel nach Sprache: $1
snippet_browse	snippet_title	Titel
snippet_browse	title	Schnipsel Bibliothek
snippet_caching	browse_by_category	Nach Kategorie durchsuchen
snippet_caching	browse_by_language	Nach Sprache durchsuchen
snippet_caching	intro	<p>Der Zweck dieses Archives ist es, Sie Codeschnipsel, Scripte und Funktionen mit der Open Source Software Community zu teilen.</p><p>Sie können ein "neues Schnipsel" erstellen und dann zusätzliche Versionen dieses Schnipsel schnell und einfach posten.</p><p>Haben Sie einmal Schnipsel gepostet, dann können Sie ein "Paket" mit Schnipsel erstellen. Das Paket kann mehrere, spezifische Version anderer Schnipsel enthalten.</p><p>&nbsp;</p><h3>Schnipsel durchsuchen</h3>	<p>Sie können die Schnipsel-Bibliothek schnell durchsuchen:</p>
snippet_detail	author	Autor
snippet_detail	changes_since_last_version	Änderungen seit der letzten Version:
snippet_detail	date_posted	Datum gepostet
snippet_detail	delete	Löschen
snippet_detail	download_a_raw_text	Laden Sie eine Rohtext-Version dieses Codes herunter, indem Sie auf &quot;<strong>Download Version</strong>&quot; klicken
snippet_detail	download_version	Download Version
snippet_detail	edit_del	Bearbeiten/Löschen
snippet_detail	error_no_version_found	Fehler - keine Versionen gefunden
snippet_detail	error_was_the_url_mangled	Fehler, Fehler - war die URL falsch?
snippet_detail	latest_package_version	Neueste Paketversion:
snippet_detail	latest_snippet_version	Neueste Schnipselversion:
snippet_detail	package_version	Paketversion
snippet_detail	snippet_id	Schnipsel ID
snippet_detail	submit_a_new_snippet	Eine neue Version freigeben
snippet_detail	submit_a_new_version	Eine neue Version freigeben
snippet_detail	title	Schnipsel-Bibliothek
snippet_detail	version_of_this_package	Versionen dieses Pakets:
snippet_detail	version_of_this_snippet	Versionen dieses Schnipsels:
snippet_detail	you_can_submit_a_new	Sie können eine neue Version des Schnipsels freigeben, wenn Sie es geändert haben und denken, daß es geeignet ist mit anderen geteilt zu werden.
snippet_detail	you_can_submit_a_new_version_of_package	Sie können eine neue Version des Pakets freigeben, wenn Sie es geändert haben und denken, daß es geeignet ist mit anderen zu teilen.
snippet_index	title	Schnipsel-Bibliothek
snippet_package	add_snippet_to	Schnipsel zu einem Paket hinzufügen
snippet_package	add_snippet_to_package	Schnipsel zu einem Paket hinzufügen
snippet_package	browse_the_libary	<strong>Die Bibliothek durchsuchen</strong>, um die Schnipsel zu finden, die Sie hinzufügen möchten. Dann benutzen Sie den oben gezeigten Link, um sie hinzuzufügen.
snippet_package	category	Kategorie
snippet_package	description	Beschreibung:
snippet_package	error_doing_snippet_package_insert	FEHLER BEIM EINFÜGEN VON SCHNIPSELN!
snippet_package	error_doing_snippet_package_version	FEHLER BEIM EINFÜGEN VON SCHNIPSEL PAKET VERSION!
snippet_package	error_go_back_and_fill	Fehler, Fehler - Gehen Sie zurück und tragen Sie alle Informationen ein.
snippet_package	if_a_new_window	Wenn sich ein neues Fenster geöffnet hat, benutzen Sie es, um Schnipsel in Ihr Paket hinzuzufügen. Falls sich kein Fenster geöffnet hat, benutzen Sie folgenden Link BEVOR Sie die Seite verlassen.
snippet_package	important	WICHTIG!
snippet_package	language	Sprache
snippet_package	make_sure_all_info	Stellen Sie sicher, daß alle Informationen komplett und fehlerfrei sind
snippet_package	snippet_package_added_successfull	Schnipsel Paket erfolgreich hinzugefügt.
snippet_package	snippet_title	Titel:
snippet_package	snippet_version_added_successfull	Schnipsel Paket Version erfolgreich hinzugefügt.
snippet_package	submit	Abschicken
snippet_package	suggest_a_category	Eine Kategorie vorschlagen
snippet_package	suggest_a_language	Eine Sprache vorschlagen
snippet_package	title	Ein neues Schnipselpaket freigeben
snippet_package	title_new_snippet_package	Ein neues Schnipselpaket freigeben
snippet_package	version	Version
snippet_package	you_can_group	<p>Sie können vorhandene Codeschnippsel in einem Paket zusammenfassen, indem Sie dieses Interface benutzen. Bevor Sie Ihr Paket erstellen, stellen Sie sicher, dass alle Ihre Codeschnipsel da sind und sie haben eine Aufzeichnung der Schnippsel IDs gemacht.</p><p><ol><li>Nutzen Sie dieses Formular um ein Paket zu erstellen.</li><li><strong>Danach</strong> benutzen Sie die "Add Snippets to Package"/"Codeschnipsel zu Paket hinzufügen" Link, um die Dateien zu einem Paket hinzuzufügen.</li></ol></p><p><span style="color:red"><strong>Anmerkung:</strong></span> Sie können eine neue Version eines vorhandenen Paketes einpflegen, indem Sie die "library" durchsuchen und denk Link des vorhandenen Paketes benutzen. Sie sollten diese Seite nur nutzen, wenn Sie ein ganz neues Paket einpflegen wollen.
snippet_submit	category	Kategorie
snippet_submit	description	Beschreibung
snippet_submit	error_doing_snippet_insert	FEHLER BEIM EINFÜGEN DES CODESCHNIPPSELS!
snippet_submit	language	Sprache
snippet_submit	license	Lizenz
snippet_submit	make_sure_all_info	Stellen Sie sicher, das alle Infos komplett und korrekt sind
snippet_submit	paste_the_code_here	Fügen Sie den Code hier ein
snippet_submit	snippet_added_successfull	Codeschnippsel erfolgreich hinzugefügt.
snippet_submit	snippet_title	Titel
snippet_submit	submit	Bestätigen
snippet_submit	suggest_a_category	Geben Sie eine Kategorie ein
snippet_submit	suggest_a_language	Geben Sie eine Sprache ein
snippet_submit	type	Script 	Typ
snippet_submit	version	Version
snippet_submit	you_can_post	Sie können einen neuen Codeschnippsel posten und ihn mit anderen Leuten auf der ganzen Welt teilen. Tragen Sie nur diese Informationen ein. <strong> Eine gute Beschreibung eintragen </strong> und <strong> fügen Sie Kommentare ein </strong> damti es andere lesen und verstehen können.</p><p><span style="color:red"><strong>Anmerkung:</strong></span> Sie können eine neue Version eines bereits vorhandenen Schnippsels einpflegen, indem Sie die "library" durchsuchen. Sie sollten diese Seite nur benutzen, wenn sie ein vollkommen neues Script oder eine Funktion einpflegen wollen.
snippet_utils	auctions	Auktionen
snippet_utils	author	Autor
snippet_utils	bbs_systems	BBS Systeme
snippet_utils	browse	Durchsuchen
snippet_utils	calendars	Kalender
snippet_utils	choose_one	Eins wählen
snippet_utils	class	Klasse
snippet_utils	create_a_package	Ein Paket erstellen
snippet_utils	database_manipulation	Datenbankmanipulation
snippet_utils	download_version	Download Version
snippet_utils	file_management	Datei Management
snippet_utils	full_script	Vollständiges Script
snippet_utils	function	Funktion
snippet_utils	games	Spiele
snippet_utils	html_manipulation	HTML Manipulation
snippet_utils	math_functions	Mathematische Funktionen
snippet_utils	no_snippets_are_in_this_package	Es sind noch keine Schnipsel in diesem Paket
snippet_utils	other	Andere
snippet_utils	other_language	Andere Sprachen
snippet_utils	readme	LIESMICH
snippet_utils	sample_code	Mustercode (HOWTO)
snippet_utils	searching	Suche
snippet_utils	shopping_carts	Einkaufswagen
snippet_utils	snippet_id	Schnipsel ID
snippet_utils	snippet_in_this_package	Schnipsel in diesem Paket:
snippet_utils	snippet_title	Titel
snippet_utils	submit_a_new_snippet	Einen neuen Schnipsel einpflegen
snippet_utils	unix_admin	UNIX Admin
snippet_utils	voting	Abstimmung
snippet_utils	website_only	Nur Webseite 
source	file_not_found	Datei nicht gefunden
source	file_not_found_text	Kann die spezifizierte Datei zum Abspielen nicht finden.
source	invalid?argument	Ungültiges Dateiargument
source	invalid_argument_text	Das Dateiargument ist ungültig.
source	missing_file	Fehlendes Dateiargument
source	missing_file_text	Eine Datei muss für diese Seite spezifiziert werden.
source	show_source	Zeige Quelle
source	source_of	Quelle von $1
stats	title	$1 Seitenstatistiken
stats_graph	project_stats	PROJEKT STATISTIKEN
stats_graph	site_graphs	SEITEN GRAPHEN
stats_graph	sitewide_statistics_graphs	Seitenweite Graphenstatistiken
stats_i18n	language	Sprache
stats_i18n	language_distribution	Sprachdistributionen
stats_i18n	language_text	Dies ist eine Liste der Einstellungen, die die Benutzer in ihren Benutzereinstellungen gewählt haben; es beinhaltet keine Sprachen, die per cookies oder per Browsereinstellungen ausgewählt wurden
stats_i18n	title	$1 I18n Statistiken
stats_i18n	total_non_english	Total Nicht-Englisch
stats_i18n	users	Benutzer
stats_index	other_statistics	Andere Statistiken:<ul><li><a href="i18n.php">I18n Statistiken</a></li></ul>
stats_index	overview_stats	ÜBERSICHT über STATISTIKEN
stats_index	project_stats	PROJEKT STATISTIKEN
stats_index	site_graphs	SEITEN DIAGRAMME
stats_lastlogins	date	Datum
stats_lastlogins	last_logins	Letzte Logins
stats_lastlogins	most_recent_open	Kürzlich geöffnete Sitzungen
stats_lastlogins	no_records	Keine Einträge gefunden","Datenbankfehler: "
stats_lastlogins	source_ip	Quell-IP
stats_lastlogins	username	Benutzername
stats_projects	project_comparision	statistische Projektvergleiche
stats_site_utils	adds	Zusätze
stats_site_utils	all	Alle
stats_site_utils	all_projects	Alle Projekte
stats_site_utils	all_trkr	Alle Tracker
stats_site_utils	bugs	Bugs
stats_site_utils	cls	Cls
stats_site_utils	comma_seperated_group_id	<strong>Mit Kommata getrennte</strong> group_id\'s)
stats_site_utils	comms	Comm's
stats_site_utils	cos	CO's
stats_site_utils	current_statistic_all_time	Momentane Gesamtstatitik aller Zeiten
stats_site_utils	cvs	CVS
stats_site_utils	day	Tag
stats_site_utils	developers	Entwickler
stats_site_utils	downloads	Downloads
stats_site_utils	generate_report	Bericht generieren
stats_site_utils	group_name	Gruppenname
stats_site_utils	in_trove_category	Projekte in Fundkategorie:
stats_site_utils	last_30	letzten_30
stats_site_utils	month	Monat
stats_site_utils	no_data	Keine Daten
stats_site_utils	no_valid_data	Abfrage gab keine gültigen Daten zurück.
stats_site_utils	opn	Opn
stats_site_utils	or_special_project_list	oder geben sie eine spezielle Projektliste ein:
