#/** -*- coding: utf-8 -*-
#  *
#  * Italian Message catalog
#  *
#  *
#  * @version   $Id$
#  *
#  * Changelog:
#  * 2002-12-15 rspisser <reinhard@spisser.it>
#  *           Translation from Base.tab
#  * 2003-01-04 rspisser <reinhard@spisser.it>
#  *           removed all not used entries
#  * 2003-01-17 rspisser <reinhard@spisser.it>
#  *           adding localization strings for forums
#  * 2003-01-21 rspisser <reinhard@spisser.it>
#  *           adding localization strings for my, diary, project_homepage
#  * 2003-01-25 rspisser <reinhard@spisser.it>
#  *           adding localization strings for pm
#  * 2003-02-04 rspisser <reinhard@spisser.it>
#  *           localization of the tracker
#  * 2003-11-13 rspisser <reinhard@spisser.it>
#  *            removed double strings, removed not translated strings,
#  * 2004-03-05 Lele Gaifax <lele@nautilus.homeip.net>
#  *            revisited and synced with Base.
#  * 2006-02-22 rspisser <reinhard@spisser.it>
#  *            synced with Base.tab
#  * 2006-05-02 rspisser <reinhard@spisser.it>
#  *            moved style information to .css file
#
#  **/
#

		account	title	Preferenze account
reporting	cumulative_groups	Report settimanale cumulativo sui progetti (grafico)
reporting	cumulative_groups_title	Progetti cumulativi
reporting	cumulative_users	Report settimanale cumulativo sugli utenti (grafico)
reporting	cumulative_users_title	Utenti cumulativi
reporting	daily	Giornaliero
reporting	end	Fine
reporting	feature_req	Richieste di evoluzioni
reporting	forum_messages	Messaggi nei forum
reporting	groups_added_title	Progetti aggiunti
reporting	groups_added_weekly	Progetti aggiunti settimanalmente (grafico)
reporting	initialize	Inizializza/Ricostruisci tabelle
reporting	manage	Gestisci categorie Traccia del Tempo
reporting	monthly	Mensile
reporting	next	Prossimo
reporting	other_trackers	Altri tracker
reporting	project	Progetto
reporting	project_activity	Attività (grafico)
reporting	project_activity_title	Attività del progetto
reporting	projects	Progetti
reporting	project_specific	Report specifici per il progetto: Tracker, Gestore attività, Forum, Gestore documenti, download
reporting	refresh	Ricarica
reporting	report	report
reporting	site_wide	Per l'intero sito
reporting	site_wide_activity	Attività per l'intero sito
reporting	site_wide_line	Linee (grafico)
reporting	site_wide_pie	Torta (grafico)
reporting	site_wide_reports	Report per l'intero sito: Tracker, Gestore attività, Forum, Gestore Documentazione, Download
reporting	site_wide_time_tracking	Registro delle consuntivazioni per l'intero sito
reporting	start	Inizio
reporting	subtitle	Reportistica $1
reporting	time	Tempo
reporting	time_tracking	Registro delle consuntivazioni
reporting	time_tracking_projecttime	Report individuali per progetto (grafico)
reporting	time_tracking_sitetime	Reportistica sulle consuntivazioni per l'intero sito (grafico)
reporting	time_tracking_sitetimebar	Grafico sulle ore totale per l'intero sito
reporting	time_tracking_usersummary	Attività e ore per l'intero sito (grafico)
reporting	time_tracking_usertime	Reportistica individuale per utente (grafico)
reporting	title	Reportistica
reporting	tracker_items_closed	Elementi del tracker chiusi
reporting	tracker_items_opened	Elementi del tracker aperti
reporting	type	Tipo
reporting	update	Aggiorna
reporting	user	Utente
reporting	user_activity	Attività (grafico)
reporting	user_activity_title	Attività utente
reporting	users	Utenti
reporting	users_added_title	Utenti aggiunti
reporting	users_added_weekly	Utenti aggiunti per settimana (grafico)
reporting	week	Settimana
reporting	weekly	Settimanale
reporting_pie	end	Fine
reporting_pie	start	Inizio
reporting_pie	title	Grafico a torta
reporting_pie	trackers	Tracker
reporting_rebuild	message	<h3>Inizializzazione sistema di reportistica</h3><p>In alcuni casi, se i lavori schedulati non sono terminati correttamente oppure se il database è stato danneggiato, devono essere ricostruite le tabelle per la reportistica.<p>Se sei sicuro di voler ricostruire le tabelle, seleziona la casella "Sono sicuro" e premi il pulsante sottostante.<p>Questa operazione può durare alcuni minuti, perciò NON PREMERE PIÙ DI UNA VOLTA.<p>
reporting_rebuild	pressonlyonce	Premi UNA SOLA VOLTA
reporting_rebuild	title	Pagina principale
reporting_ta	add_entry	Aggiungi elemento
reporting_ta	add_entry_description	Seleziona un progetto/sottoprogetto nel Gestore Attività. Devi selezionare una attività e una categoria per consuntivare.
reporting_ta	cancel	Annulla
reporting_ta	category	Categoria
reporting_ta	change_week	Cambia settimana
reporting_ta	choose_entry	Seleziona una settimana per consuntivare.
reporting_ta	choose_entry_description	Dopo aver selezionato una settimana, potrai scegliere un progetto/sottoprogetto nel Gestore Attività.
reporting_ta	date	Data
reporting_ta	delete	Rimuovi
reporting_ta	error_field_required	Tutti i campi sono obbligatori
reporting_ta	hours	Ore
reporting_ta	project_task	Progetto/Attività
reporting_ta	successfully_added	Aggiunto.
reporting_ta	successfully_deleted	Rimosso
reporting_ta	task_mgr_project	Progetto Gestore Attività
reporting_ta	time_entries	Registrazioni per la settimana con inizio $1
reporting_ta	title	Registro delle consuntivazioni
reporting_ta	total_hours	Ore Totali
reporting_ta	week_starting	Settimana iniziale
reporting_tc	category_name	Nome categoria
reporting_tc	description	Puoi creare nuove categorie per le consuntivazioni utilizzato nella realizzazione di una attività. Esempi sono "Riunioni", "Sviluppo Codice", "Test".
reporting_tc	successful	Successo
reporting_tc	time_code	Codice consuntivazione
reporting_tc	title	Pagina principale
reporting_tc	title2	Gestisci categorie delle consuntivazioni
reporting_ttbp	bycategory	Per categoria
reporting_ttbp	bysubproject	Per sottoprogetto
reporting_ttbp	bytask	Per attività
reporting_ttbp	byuser	Per utente
reporting_ttbp	title	Registro consuntivazioni per progetto
reporting_ua	description	Seleziona la <strong>Prima lettera</strong> della persona per la quale vuoi creare la reportistica.<p>
reporting_us	any	Tutti
reporting_us	closed	chiuso
reporting_us	cum_hrs	Ore cumulative
reporting_us	description	Seleziona un intervallo dalla lista. Il report visualizzerà tutte le attività con la data di inizio in questo intervallo.
reporting_us	end_date	Data fine
reporting_us	name	Nome
reporting_us	no_matches	Nessuna occorrenza trovata
reporting_us	open	Aperti
reporting_us	rem_hrs	Ore rimanenti
reporting_us	status	Stato
reporting_us	task	Attività
reporting_us	task_status	Stato attività
reporting_us	title	Sommario utente
reporting_ut	description	Seleziona la <strong>prima lettera</strong> deel nome della persona per la quale creare la reportistica.<p>
reporting_ut	title	Reportistica sulle consuntivazioni per utente
scm_index	admin	Amministra
scm_index	error_this_project_has_turned_off	Errore, questo progetto ha disabilitato il CVS
scm_index	reporting	Reportistica
scm_index	scm_repository	Repository SCM
search	artifact_author	Inserito da
search	artifact_date	Data
search	artifact_id	#
search	artifact_summary	Sommario
search	docs_description	Descrizione
search	docs_id	#
search	docs_title	Titolo
search	error_invalid_search	Errore - ricerca non valida
search	forum_author	Autore
search	forum_date	Data
search	forum_thread	Argomento
search	frs_post_date	Data di inserimento
search	frs_posted_by	Inserito da
search	frs_release_name	Nome rilascio
search	group_description	Descrizione
search	group_name	Nome progetto
search	news_post_date	Data di inserimento
search	news_posted_by	Inserito da
search	news_summary	Sommario
search	next_results	Prossimi risultati
search	no_matches_found	Nessuna occorrenza trovata per <em>$1</em>
search	people_real_name	Nome completo
search	people_user_name	Nome utente
search	previous_results	Risultati precedenti
search	search_results	Risultati per <em>$1</em>
search	skill_from	Da
search	skill_keywords	Parole chiave
search	skill_name	Nome
search	skill_title	Titolo
search	skill_to	A
search	skill_type	Tipo
search	tasks_completed	Completato
search	tasks_created_by	Creato da
search	tasks_end_date	Data fine
search	tasks_id	#
search	tasks_start_date	Data inizio
search	tasks_summary	Sommario
search	title	Ricerca
searchbox	advanced_search	Ricerca avanzata
searchbox	docs	Documenti di questo progetto
searchbox	forum	Questo forum
searchbox	forums	Forum di questo progetto
searchbox	frs	Rilasci di questo progetto
searchbox	full	Ricerca all'interno di tutto il progetto
searchbox	news	News di questo progetto
searchbox	people	Persone
searchbox	search	Ricerca
searchbox	skill	Competenza
searchbox	softwaregroup	Software/Gruppo
searchbox	task	Attività
searchbox	tasks	Attività di questo progetto
searchbox	trackers	Tracker di questo progetto
sendmessage	about_blurb	Stiamo tentando di evitare troppe mail spam, per cui utilizziamo questo form per inviare email.<p />Compila accuratamente tutti i campi oppure il destinatario potrebbe non essere in grado di rispondere.<p /><span class="important"><b>SE STAI CERCANDO AIUTO</b>: Hai letto la documentazione del sito? Hai incluso il tuo <B>user_id</B> e<B>user_name?</B> Se stai scrivendo per un progetto, hai incluso il tuo <B>project id</B> (<B>group_id</B>) e <B>Nome progetto</B>?</span>
sendmessage	contact	Contatto
sendmessage	email	Il tuo indirizzo email
sendmessage	email_only_to	Puoi inviare messaggi solo a indirizzi
sendmessage	error_user_not_exist	Errore - L'utente non esiste
sendmessage	error_variables	Errore - alcuni campi non riempiti
sendmessage	message	Messaggio
sendmessage	message_sent	Il messaggio è stato inviato
sendmessage	name	Il tuo nome
sendmessage	send	Invia messaggio
sendmessage	subject	Oggetto
send_pending_items_mail	pm_message	Questa mail viene inviata per ricordare che ci sono attività scadute. \nL'attività #$1 è scaduta: \nSommario: $2\nInserito da: $4\nStato:$5\nPercentuale completamento: $6\n\nClicca qui per andare all'attività $3
send_pending_items_mail	pm_subject	Notifica di attività scadute
send_pending_items_mail	tracker_message	Questa mail viene inviata per ricordare che ci sono elementi del tracker scaduti. L'elemento #$1 è scaduto: \nSommario: $3\nStato: $5\nData inserimento:$6\nAssegnato a: $7\nInserito da: $8\nDettagli: $9\n\n\nClicca qui per andare all'elemento: $4
send_pending_items_mail	tracker_subject	Notifica di elementi del tracker scaduti
session	cannotinit	ERROR - Impossibile inizializzare la sessione
session	deleted	Utente Rimosso
session	invalidpasswd	Password o nome utente non valido
session	missingpasswd	Password o nome utente mancante
session	notactive	Utente non attivo
session	pending	Utente in attesa di attivazione
session	suspended	Utente sospeso
smilies	smilies_list	Elenco degli smiley
snippet_addversion	browse_the_library	<strong>Consulta la libreria</strong> per trovare i frammenti da aggiungere e poi utilizza questi nella nuova finestra.
snippet_addversion	changes	Cambiamenti
snippet_addversion	error_doing_snippet_package_version_insert	ERRORE NELL'INSERIMENTO DELLA VERSIONE DEL PACKAGE!
snippet_addversion	error_doing_snippet_version_insert	ERRORE NELL'INSERMENTO DELLA VERSIONE DEL FRAMMENTO!
snippet_addversion	error_go_back_and_fill_in_all	Errore - Torna indietro e riempi tutti i campi
snippet_addversion	error_snippet_doesnt_exist	Errore - il frammento non esiste
snippet_addversion	error_snippet_package_doesnt_exist	Errore - il package non esiste
snippet_addversion	error_url_or_form	Errore - Errore nella URL o nel Form?
snippet_addversion	if_new_window_opened	Se si è aperta una nuova finestra, usa quella per aggiungere il frammento. Se non si è aperta, usa il link seguente per aggiungere il frammento PRIMA di lasciare questa pagina.
snippet_addversion	if_you_have_modified	Se hai modificato una versione di un package e pensi che valga la pena di condividere questa modifica con altri, inserisci una nuova versione.
snippet_addversion	if_you_have_modified_a_version	Se hai modificato una versione di un frammento e pensi che valga la pena di condividere queste modifiche con altre persone, aggiungi una nuova versione.
snippet_addversion	important	IMPORTANTE!
snippet_addversion	link_add_snippets_to_package	Aggiungi frammenti al package
snippet_addversion	make_sure_all_info_is_complete	Assicurati che tutte le informazioni siano accurate e complete
snippet_addversion	paste_the_code_here	Incolla qui il codice
snippet_addversion	snippet_package_version_added_successfully	Versione del package aggiunta con successo.
snippet_addversion	snippet_version_added_successfully	Versione del frammento aggiunta con successo
snippet_addversion	submit	Invia
snippet_addversion	version	Versione
snippet_browse	error_bad_url	Errore - URL non valido?
snippet_browse	no_snippets_found	Nessun frammento trovato
snippet_browse	packages_of_snippets	Package di frammenti
snippet_browse	snippet_by_category	Frammenti per categoria: $1
snippet_browse	snippet_id	ID frammento
snippet_browse	snippets	Frammenti
snippet_browse	snippets_by_language	Frammenti per linguaggio: $1
snippet_browse	snippet_title	Titolo
snippet_browse	title	Libreria dei frammenti di codice
snippet_caching	browse_by_category	Consulta per categoria
snippet_caching	browse_by_language	Consulta per linguaggio
snippet_caching	intro	<p>L'obiettivo di questo archivio è quello di poter condividere frammenti di codice, script e funzioni .</p><p>Puoi creare un nuovo frammento e poi aggiungere versioni aggiuntive dello stesso frammento.</p><p>Una volta creati i frammenti, possono essere raggruppati in "package" di frammenti. Il package può contenere più versioni dello stesso frammento.</p><p>&nbsp;</p><h3>Visualizza frammenti</h3><p>Puoi visualizzare i frammenti:</p>
snippet_detail	author	Autore
snippet_detail	changes_since_last_version	Modifiche dall'ultima versione
snippet_detail	date_posted	Data inserimento
snippet_detail	delete	Rimuovi
snippet_detail	download_a_raw_text	Scarica una versione in formato raw-text cliccando su &quot;<strong>Scarica versione</strong>&quot;
snippet_detail	download_version	Scarica versione
snippet_detail	edit_del	Modifica/Rimuovi
snippet_detail	error_no_version_found	Errore - nessuna versione trovata
snippet_detail	error_was_the_url_mangled	Errore, Errore nell'URL?
snippet_detail	latest_package_version	Ultima versione del package
snippet_detail	latest_snippet_version	Ultima versione del frammento:
snippet_detail	package_version	Versione package
snippet_detail	snippet_id	ID frammento
snippet_detail	submit_a_new_snippet	Inserisci un nuovo frammento
snippet_detail	submit_a_new_version	Inserisci una nuova versione
snippet_detail	title	Raccolta dei frammenti di codice
snippet_detail	version_of_this_package	Versioni del package
snippet_detail	version_of_this_snippet	Versioni del frammento
snippet_detail	you_can_submit_a_new	Puoi inserire una nuova versione del frammento se l'hai modificato e ti sembra appropriato condividerlo con gli altri.
snippet_detail	you_can_submit_a_new_version_of_package	Puoi inserire una nuova versione del pacchetto se l'hai modificato e ti sembra appropriato condividerlo con gli altri.
snippet_index	title	Libreria dei frammenti di codice
snippet_package	add_snippet_to	Aggiungi frammenti ai package
snippet_package	add_snippet_to_package	Aggiungi frammenti ai package
snippet_package	browse_the_libary	<strong>Consulta la libreria</strong> per trovare i frammenti che vuoi aggiungere e aggiungili utilizzando il modulo nella nuova finestra.
snippet_package	category	Categoria
snippet_package	description	Descrizione
snippet_package	error_doing_snippet_package_insert	ERRORE NELL'INSERIMENTO DEL PACKAGE!
snippet_package	error_doing_snippet_package_version	ERRORE NELL'INSERIMENTO DELLA VERSIONE DEL PACKAGE!
snippet_package	error_go_back_and_fill	Errore - Torna indietro e riempi tutti i campi obbligatori
snippet_package	if_a_new_window	Se si è aperta una nuova finestra, usa quella per aggiungere il frammento. Se non si è aperta, usa il link seguente per aggiungere il frammento PRIMA di uscire da questa pagina.
snippet_package	important	IMPORTANTE!
snippet_package	language	Linguaggio
snippet_package	make_sure_all_info	Assicurati che tutte le informazioni siano complete
snippet_package	snippet_package_added_successfull	Pacchetto di frammenti creato con successo.
snippet_package	snippet_title	Titolo:
snippet_package	snippet_version_added_successfull	Versione del package creata con successo
snippet_package	submit	Invia
snippet_package	suggest_a_category	Suggerisci una categoria
snippet_package	suggest_a_language	Suggerisci un nuovo linguaggio
snippet_package	title	Nuovo package di frammenti
snippet_package	title_new_snippet_package	Inserisci un nuovo pacchetto di frammenti
snippet_package	version	Versione
snippet_package	you_can_group	<p>Qui puoi raggruppare frammenti esistenti in un pacchetto. Prima di creare il pacchetto, assicurati che tutti i frammenti siano stati creati e di essere in possesso di tutti gli ID dei frammenti.</p><p><ol><li>Crea il pacchetto usando questo modulo.</li><li><strong>Dopo</strong> usa il link "Aggiungi frammento al pacchetto" per aggiungere dei file.</li></ol></p><p><span class="important">Nota:</span> Puoi proporre una nuova versione di un pacchetto esistente scorrendo la libreria e usando il link sul pacchetto esistente. Dovresti usare questa pagina solo quando stai creando un pacchetto completamente nuovo.
snippet_submit	category	Categoria
snippet_submit	description	Descrizione
snippet_submit	error_doing_snippet_insert	ERROR DOING SNIPPET INSERT!
snippet_submit	language	Linguaggio
snippet_submit	license	Licenza
snippet_submit	make_sure_all_info	Assicurati che tutte le informazioni siano complete e accurate
snippet_submit	paste_the_code_here	Incolla qui il codice
snippet_submit	snippet_added_successfull	Frammento inserito con successo
snippet_submit	snippet_title	Titolo
snippet_submit	submit	Invia
snippet_submit	suggest_a_category	Suggerisci una categoria
snippet_submit	suggest_a_language	Suggerisci un linguaggio
snippet_submit	type	Tipo script
snippet_submit	version	Versione
snippet_submit	you_can_post	Puoi inserire un nuovo frammento e condividerlo con altre persone. Riempi i campi con le informazioni richieste. <strong>Inserisci una buona descrizione</strong> e <strong>commenta bene il tuo codice</strong> in modo che altri possono leggere e capire il codice.</p><p><span class="important">Nota:</span> Puoi inserire una nuova versione di un frammento esistente. Dovresti usare questa pagina quando inserisci un frammento nuovo.
snippet_utils	auctions	Aste
snippet_utils	author	Autore
snippet_utils	bbs_systems	Sistemi BBS 
snippet_utils	browse	Consulta
snippet_utils	calendars	Calendari
snippet_utils	choose_one	Seleziona uno
snippet_utils	class	Classe
snippet_utils	create_a_package	Crea un pacchetto
snippet_utils	database_manipulation	Manipolazione database
snippet_utils	download_version	Scarica versione
snippet_utils	file_management	Gestione file
snippet_utils	full_script	Script completo
snippet_utils	function	Funzione
snippet_utils	games	Giochi
snippet_utils	html_manipulation	Manipulazione HTML
snippet_utils	math_functions	Funzioni matematiche
snippet_utils	no_snippets_are_in_this_package	Nessun frammento nel package
snippet_utils	other	Altro
snippet_utils	other_language	Altro linguaggio
snippet_utils	readme	README
snippet_utils	sample_code	Codice d'esempio (HOWTO)
snippet_utils	searching	Ricerca
snippet_utils	shopping_carts	Carrelli spesa
snippet_utils	snippet_id	Id frammento
snippet_utils	snippet_in_this_package	Frammenti in questo package:
snippet_utils	snippet_title	Titolo
snippet_utils	submit_a_new_snippet	Inserisci un nuovo frammento
snippet_utils	unix_admin	Amministrazione UNIX
snippet_utils	voting	Votazione
snippet_utils	website_only	Solo sito web
source	file_not_found	File non trovato
source	file_not_found_text	Il file specificato non è disponibile.
source	invalid_argument	Argomento file non valido
source	invalid_argument_text	L'argomento per il file non è valido.
source	missing_file	Argomento di file mancante
source	missing_file_text	Deve essere specificato un nome file per questa pagina
source	show_source	Visualizza sorgente
source	source_of	Sorgente di $1
stats	title	Statistiche del sito $1
stats_graph	project_stats	Statistiche del progetto
stats_graph	site_graphs	Grafici del sito
stats_graph	sitewide_statistics_graphs	Statistiche sul sito
stats_i18n	language	Lingua
stats_i18n	language_distribution	Distribuzione delle lingue
stats_i18n	language_text	Questo è un elenco delle lingue che gli utenti hanno selezionato nelle proprie preferenze; non include lingue impostate tramite browser oppure cookie.
stats_i18n	title	Statistiche di internazionalizzazione di $1
stats_i18n	total_non_english	Totale non inglesi
stats_i18n	users	Utenti
stats_index	other_statistics	Altre statistiche :<ul><li><a href="lastlogins.php">Login più recenti</a></li><li><a href="i18n.php">Statistiche sulle lingue</a></li></ul>
stats_index	overview_stats	Sommario statistiche
stats_index	project_stats	Statistiche sito
stats_index	site_graphs	Grafici sito
stats_lastlogins	date	Data
stats_lastlogins	last_logins	Ultimi login
stats_lastlogins	most_recent_open	Sessioni aperte più di recente
stats_lastlogins	no_records	Nessun record trovato
stats_lastlogins	source_ip	Indirizzo IP
stats_lastlogins	username	Nome utente
stats_projects	project_comparision	Comparazioni statistiche dei progetti
stats_site_utils	adds	Aggiunte
stats_site_utils	all	tutti
stats_site_utils	all_projects	Tutti i progetti
stats_site_utils	all_trkr	Tutti i tracker
stats_site_utils	bugs	Bugs
stats_site_utils	cls	Cls
stats_site_utils	comma_seperated_group_id	ID dei progetti <strong>separati da virgole</strong>)
stats_site_utils	comms	Comm's
stats_site_utils	cos	CO's
stats_site_utils	current_statistic_all_time	Statistiche aggregate da sempre
stats_site_utils	cvs	CVS
stats_site_utils	day	Giorno
stats_site_utils	developers	Sviluppatori
stats_site_utils	downloads	Download
stats_site_utils	generate_report	Genera Report
stats_site_utils	group_name	Nome progetto
stats_site_utils	in_trove_category	Progetti nelle categorie trove:
stats_site_utils	last_30	ultimi 30
stats_site_utils	month	Mese
stats_site_utils	no_data	Nessun dato
stats_site_utils	no_valid_data	La query non ha restituito dati validi.
stats_site_utils	opn	Aperto
stats_site_utils	or_special_project_list	OPPURE inserisci Lista dei progetti speciali:
stats_site_utils	page_views	Pagine visitate
stats_site_utils	patches	Patches
stats_site_utils	projects	Progetti
stats_site_utils	report	Report:
stats_site_utils	returned_no_category	non ha ritornato alcun nome di categoria
stats_site_utils	site	Sito
stats_site_utils	site_views	Viste del sito
stats_site_utils	statistics_for_the_past_days	Statistiche per i $1 giorni passati.
stats_site_utils	statistics_for_the_past_months	Statistiche per gli ultimi $1 mesi
stats_site_utils	subdomain	Sottodominio
stats_site_utils	subdomain_views	Vista per sottodomino
stats_site_utils	support	Support
stats_site_utils	tasks	Attività
stats_site_utils	total	Totale
stats_site_utils	view_by	Visualizza per:
stats_user_graph	date	Data
stats_user_graph	new_additions_by_day	Nuove aggiunte, per giorno
stats_user_graph	new_user_projects	Nuovi Utenti (ROSSO), Nuovi Progetti (BLU)
stats_user_graph	user_projects	Utenti (ROSSO) / Progetto (BLU)
stats_view_graph	date	Data
stats_view_graph	page_views	Pagine viste di Gforge
stats_view_graph	total_views	Numero di pagine totale viste (ROSSO) ($1 giorni)
stats_view_graph	views	Viste (ROSSO)
survey	for_some_reason	Per qualche ragione, l'ID del progetto o del sondaggio non è arrivato a questa pagina.
survey	high	alta
survey	low	bassa
survey	survey_not_found	Sondaggio non trovato
survey	survey_privacy	Privacy del sondaggio
survey	title	Sondaggi
survey	warning_double_vote	Attenzione - stai votando una seconda volta per questo sondaggio.
survey_add_question	add_this_question	Aggiungi questa domanda
survey_add_question	error_insert_question	Errore nell'inserimento di questa domanda
survey_add_question	question	Domanda
survey_add_question	question_added	Domanda aggiunta
survey_add_question	question_type	Tipo domanda
survey_add_question	show_existing_questions	Visualizza domande esistenti
survey_add_question	title	Aggiungi domanda
survey_add_survey	add_this_survey	Aggiungi questo sondaggio
survey_add_survey	existing_surveys	Sondaggi esistenti
survey_add_survey	is_active	attivo?
survey_add_survey	list_questions_numbers	Elenca il numero di domande, nell'ordine desiderato, separato da virgole. <strong>Fai riferimento alla lista delle domande</strong>in modo che puoi visualizzare gli ID delle domande. <strong>Non</strong> includere spazi e non terminare la lista con una virgola. <br />Esempio: 1,2,3,4,5,6,7
survey_add_survey	name_of_survey	Nome del sondaggio
survey_add_survey	no	No
survey_add_survey	show_existing_question	Visualizza domande esistenti
survey_add_survey	survey_inserted	Sondaggio inserito
survey_add_survey	title	Aggiungi sondaggio
survey_add_survey	yes	Si
survey_admin	delete	Rimuovi
survey_admin	edit	Modifica
survey_admin_index	its_simple_to_create	<p>È semplice aggiungere un sondaggio.<ol><li>Crea domande e commenti utilizzando il modulo qui sopra.</li><li>Crea un sondaggio, elenca le domande (seleziona dal <strong>tuo</strong> elenco di domande).</li><li>Linka al sondaggio usando il formato: $1 dove XX è il numero del sondaggio
survey_admin_index	permission_denied	Utente non autorizzato
survey_admin_index	title	Amministrazione sondaggi
survey_admin_index	you_can_now_activate	È adesso possibile attivare/disattivare i sondaggi sulla pagina di $1 Modifica sondaggi esistenti $2
survey_admin_utils	found	$1 sondaggi trovati
survey_edit	addable_question	Domande che si possono aggiungere
survey_edit	change_after_already_response	I risultati dei sondaggi potrebbero essere sviati o non corretti se si cambia un sondaggio dopo che sono già state inserite risposte.
survey_edit	delete_failed	RIMOZIONE FALLITA
survey_edit	delete_successful	RIMOSSO
survey_edit	existing_question	Domande in questo sondaggio
survey_edit	existing_surveys	Sondaggi esistenti
survey_edit	is_active	Attivo
survey_edit	list_question_numbers	Elenca il numero delle domande, nell'ordine desiderato, separate da virgole. <strong>Fare riferimento all'elenco delle domande</strong> per vedere i singoli id. <strong>Non</strong> includere spazi o chiudere l'elenco con una virgola.<br /> Ex: 1,2,3,4,5,6,7
survey_edit	missing_date	AGGIORNAMENTO FALLITO: dati mancati
survey_edit	name_off_survey	Nome del sondaggio
survey_edit	no	No
survey_edit	permission_denied	Utente non autorizzato
survey_edit	question	Domande
survey_edit	show_existing_questions	Visualizza domande esistenti
survey_edit	submit_changes	Invia
survey_edit	survey_question_required	AGGIORNAMENTO FALLITO: domande necessarie
survey_edit	survey_title_required	AGGIORNAMENTO FALLITO: titolo del sondaggio obbligatorio
survey_edit	title	Modifica sondaggio
survey_edit	update_failed	AGGIORNAMENTO FALLITO
survey_edit	update_successful	Aggiornamento effettuato con successo
survey_edit	warning_survey_after_response	ATTENZIONE! È generalmente una cattiva idea modificare un sondaggio dopo che sono state inserite risposte
survey_edit	yes	Si
survey_edit_question	editing_question	Modifica della domanda
survey_edit_question	error_finding_question	Errore nel trovare la domanda
survey_edit_question	if_you_change_after	Se cambi una domanda dopo che una risposta è stata inserita, i risultati potrebbe essere fuorvianti.
survey_edit_question	permission_denied	Utente non autorizzato
survey_edit_question	question	Domanda
survey_edit_question	question_type	Tipo domanda
survey_edit_question	show_existing_question	Visualizza domande esistenti
survey_edit_question	submit_changes	Invia
survey_edit_question	title	Modifica una domanda
survey_edit_question	update_failed	AGGIORNAMENTO FALLITO
survey_edit_question	update_successful	AGGIORNAMENTO EFFETTUATO
survey_edit_question	warning_change_after_response	ATTENZIONE! Non è una buona idea cambiare una domanda quando sono state inserite risposte a questa domanda.
survey_error	error_no_valid_group_object	Group Object non valido
survey_error	error_no_valid_question_object	Question Object non valido
survey_error	error_no_valid_survey_object	Survey Object non valido
survey_error	min_question_length	Domanda troppo corta
survey_error	no_question_found	Nessuna domanda trovata
survey_error	no_survey_data_filled	Nessun dato inserito per il sondaggio 
survey_error	no_survey_found	Nessun sondaggio trovato
survey_error	no_survey_response_found	Nessuna risposta ai sondaggi trovata
survey_error	permission_denied	Non hai i permessi per accedere a questa pagina
survey_index	survey_edit	Modifica
survey_index	survey_id	ID del sondaggio
survey_index	survey_number_questions	Numero di domande
survey_index	survey_number_votes	Numero di voti
survey_index	survey_questions	Domande
survey_index	survey_result	Risultati
survey_index	survey_result_comments	Risultati con grafico e commenti
survey_index	survey_result_graph	Risultati con grafico
survey_index	survey_title	Titolo sondaggio
survey_index	survey_vote	Vota
survey_index	title	Sondaggio
survey_privacy	survey_privacy	Privacy del sondaggio
survey_privacy	the_privacy_information	<p>Le informazioni raccolte in questi sondaggi non saranno mai vendute a terze parti oppure utilizzate per sollecitare l'acquisto di prodotti o servizi.</p><p>Questa informazione viene raccolta per costruire un profilo dei progetti e degli sviluppatori. Questo profilo darà la possibilità ai visitatori del sito di percepire la qualità di un determinato progetto.</p><p>Non è possibile per gli amministratori dei progetti vedere quali ripsoste sono state date dei singoli partecipanti.</p><p>Le informazioni raccolte vengono usate solo in modalità aggregata e non per visualizzare dati su singoli utenti o sviluppatori.</p>.<p>Se in futuro questa policy dovesse cambiare, riguarderà comunque solo dati futuri, mai quelli inseriti prima.</p>
survey_privacy	the_team	Il team $1
survey_privacy	title	Sondaggio
survey_rating_resp	click_to_resturn	Clicca qui per tornare alla pagina precedente
survey_rating_resp	error	ERRORE
survey_rating_resp	error_in_insert	Errore nell'inserimento
survey_rating_resp	error_missing	ERRORE!!! PARAMETRI MANCANTI
survey_rating_resp	if_you_vote_again	Se voti nuovamente, il tuo vecchio voto verrà Rimosso.
survey_rating_resp	title	Votazione
survey_rating_resp	vote_reg	Voto registrato
survey_rating_resp	vote_regsitered	Voto registrato
survey_rating_resp	you_must_be_logged_in	Devi essere collegato per poter votare
survey_resp	error	Errore
survey_resp	error_some_reason	Per qualche ragione, l'ID del progetto o del sondaggio non è arrivato a questa pagina.
survey_resp	regards	Saluti
survey_resp	thank_you	Grazie per aver partecipato al sondaggio
survey_resp	the_crew	Il team $1
survey_resp	title	Sondaggio completo
survey_resp	unfortunately_you_have_to_be	Sfortunatamente, devi essere collegato per poter partecipare ai sondaggi.
survey_resp	you_nedd_to_be_logged_in	Devi essere loggato
survey_show_questions	found	$1 domande trovate
survey_show_questions	note_use_these_questions_id	NOTA: usare questi id domande quando si crea un nuovo sondaggio
survey_show_questions	permission_denied	Utente non autorizzato
survey_show_questions	title	Domande sondaggi
survey_show_questions	you_may_use_any_of_these	Le domande elencate possono essere utilizzate in tutti i sondaggi
survey_show_results	permission_denied	Permesso negato
survey_show_results	title	Risultati sondaggio
survey_show_results_aggregate	average	Media
survey_show_results_aggregate	comments	Commenti
