#/**
#  *
#  * Bulgarian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Delyan Toshev
#  *
#  */
#
# ChangeLog:
#
# 2000-10-14  Delyan Toshev
#	* Initial translation
#
#reporting       feature_req     Feature Reqs

account_verify	invaliduser	Invalid user
account_verify	login	Login
account_verify	loginname	Login name:
account_verify	missingparam	Missing paramater
account_verify	nouser	User does not exist.
account_verify	password	Password:
account_verify	title	$1 Account Verification
account_verify	usermandatory	You must enter a user name.
account_verify	verify_blurb	<p>In order to complete your registration, login now. Your account will then be activated for normal logins.</p>
add_snippet	add_this_snippet_version_id	Add This Snippet Version ID:
add_snippet	back_to_add_page	Back To Add Page
add_snippet	error_doing_snippet_version_insert	ERROR DOING SNIPPET VERSION INSERT!
add_snippet	error_go_back_and_fill_all	Error - Go back and fill in all the information
add_snippet	error_only_creator_can_add	Error - Only the creator of a package version can add snippets to it.
add_snippet	error_snippet_already_added	Error - That snippet was already added to this package.
add_snippet	error_snippet_doesnt_exist	Error - That snippet doesn't exist.
add_snippet	error_snippet_id_missing	Error - snippet_package_version_id missing
add_snippet	make_sure_all_info	<br />
add_snippet	no_snippets_in_this_package	No Snippets Are In This Package Yet
add_snippet	package	Пакет:
add_snippet	snippet_version_added_successfully	Snippet Version Added Successfully.
add_snippet	snippets_in_this_package	Snippets In This Package
add_snippet	submit	Изпращане
add_snippet	title	Добавяне на фрагмент
add_snippet	you_can_use_this_form	You can use this form repeatedly to keep adding snippets to your package.</p><p>The "Snippet Version ID" is the unique ID number that is shown next to a specific version of a snippet on the browse pages.
admin	add	Add
admin	add_new	[add new]
admin	are_you_sure_delete	Are you sure you want to delete this
admin	cancel	Cancel
admin	delete	Delete
admin	edit	Edit
admin	http_domain	HTTP Domain:
admin	license	Лизенз:
admin	license_other	Друг:
